Weight, Height, Type of Sportsman
90.72,1.8542, {'other'}
77.52024,1.8288, {'martial artist'}
81.648,1.778, {'basketball player'}
83.916,1.8034, {'hockey player'}
82.5552,1.7272, {'other'}
89.0,1.88, {'rugby player'}
75.0,1.75, {'martial artist'}
99.792,1.9304, {'other'}
85.27680000000001,1.778, {'hockey player'}
90.72,1.8796, {'hockey player'}
90.72,1.9304, {'other'}
90.0,2.0, {'volleyball player'}
58.0608,1.7526, {'wrestler'}
94.9,1.89, {'martial artist'}
84.0,1.88, {'swimmer'}
58.968,1.524, {'diver'}
51.0,1.58, {'cyclist'}
92.988,1.9304, {'basketball player'}
56.7,1.778, {'other'}
68.04,1.524, {'swimmer'}
86.0,1.95, {'volleyball player'}
60.0,1.88, {'volleyball player'}
88.452,1.8288, {'other'}
102.06,1.9304, {'hockey player'}
87.99839999999999,1.8288, {'hockey player'}
113.4,1.9304, {'other'}
81.648,1.8542, {'other'}
92.988,1.8288, {'other'}
96.1632,1.8542, {'other'}
88.452,1.9304, {'other'}
83.916,1.778, {'hockey player'}
114.0,1.92, {'rugby player'}
99.792,1.9304, {'hockey player'}
86.184,1.8034, {'hockey player'}
108.4104,1.905, {'hockey player'}
81.648,1.8034, {'other'}
80.74080000000001,1.778, {'other'}
90.26639999999999,1.8288, {'other'}
81.648,1.8034, {'other'}
95.256,1.8542, {'hockey player'}
91.17360000000001,1.8542, {'hockey player'}
89.81280000000001,1.905, {'basketball player'}
83.916,1.8288, {'other'}
92.988,1.9304, {'other'}
77.112,1.9304, {'basketball player'}
97.524,1.905, {'other'}
65.772,1.7272, {'martial artist'}
71.0,1.9, {'volleyball player'}
75.0,1.86, {'volleyball player'}
59.0,1.74, {'swimmer'}
50.0,1.54, {'other'}
60.0,1.68, {'other'}
53.0,1.73, {'swimmer'}
76.0,1.85, {'volleyball player'}
72.0,1.8, {'volleyball player'}
47.1744,1.5494, {'other'}
59.0,1.7, {'volleyball player'}
68.0,1.77, {'volleyball player'}
97.07039999999999,1.8034, {'other'}
96.1632,1.8796, {'other'}
87.0,1.96, {'swimmer'}
82.0,2.01, {'volleyball player'}
88.0,2.01, {'volleyball player'}
84.0,2.04, {'volleyball player'}
86.184,1.9304, {'basketball player'}
79.8336,1.8288, {'hockey player'}
83.916,1.778, {'other'}
93.8952,2.0066, {'basketball player'}
68.0,1.8, {'cyclist'}
68.0,1.85, {'other'}
64.0,1.75, {'cyclist'}
110.0,1.8, {'rugby player'}
66.0,1.81, {'cyclist'}
92.988,1.905, {'hockey player'}
82.0,1.88, {'volleyball player'}
83.916,1.8288, {'other'}
104.0,2.08, {'basketball player'}
106.1424,2.032, {'basketball player'}
74.844,1.8542, {'basketball player'}
95.0,1.84, {'rugby player'}
95.256,1.905, {'basketball player'}
100.7,2.06, {'basketball player'}
95.70960000000001,2.0574, {'basketball player'}
120.204,1.9304, {'other'}
99.792,1.8796, {'basketball player'}
97.524,1.8034, {'other'}
89.81280000000001,1.9558, {'basketball player'}
106.596,2.0574, {'basketball player'}
102.06,2.032, {'basketball player'}
88.452,1.9304, {'basketball player'}
99.792,2.032, {'basketball player'}
121.1112,2.0827999999999998, {'basketball player'}
124.74,1.9558, {'other'}
112.4928,2.0574, {'basketball player'}
90.72,1.905, {'basketball player'}
95.256,1.7272, {'other'}
77.112,1.7272, {'other'}
92.988,1.8034, {'other'}
90.72,1.8796, {'basketball player'}
86.184,1.8796, {'other'}
92.988,1.905, {'other'}
68.0,1.86, {'other'}
73.0,1.76, {'other'}
73.0296,1.7526, {'hockey player'}
52.0,1.68, {'swimmer'}
87.0,1.72, {'wrestler'}
98.0,1.8, {'wrestler'}
66.0,1.72, {'wrestler'}
88.0,1.98, {'volleyball player'}
105.0,2.1, {'basketball player'}
96.0,1.86, {'other'}
90.0,1.94, {'handball player'}
93.8952,1.9812, {'basketball player'}
88.452,1.9304, {'basketball player'}
124.74,2.1336, {'basketball player'}
83.0,1.91, {'volleyball player'}
120.0,2.11, {'basketball player'}
86.184,1.89865, {'basketball player'}
71.0,1.66, {'other'}
63.0,1.78, {'other'}
140.0,1.88, {'other'}
58.0,1.68, {'other'}
97.524,2.0574, {'basketball player'}
83.82527999999999,1.8542, {'basketball player'}
108.864,2.032, {'basketball player'}
79.38,1.9558, {'basketball player'}
92.988,1.9304, {'other'}
122.472,1.9812, {'other'}
138.348,1.905, {'other'}
83.00880000000001,1.8542, {'basketball player'}
77.112,1.8288, {'other'}
70.7616,1.7272, {'martial artist'}
100.0,1.91, {'rugby player'}
112.0,1.85, {'rugby player'}
97.0,1.88, {'rugby player'}
82.5,1.81, {'rugby player'}
99.792,2.0827999999999998, {'basketball player'}
88.452,1.905, {'other'}
79.0,1.8, {'other'}
79.38,1.8796, {'basketball player'}
83.916,1.8542, {'hockey player'}
94.3488,1.905, {'hockey player'}
99.792,2.0574, {'basketball player'}
77.112,1.8288, {'basketball player'}
106.596,2.0574, {'basketball player'}
86.184,1.9304, {'basketball player'}
84.0,1.79, {'rugby player'}
118.0,1.93, {'rugby player'}
86.184,1.9304, {'basketball player'}
99.792,2.05105, {'basketball player'}
91.17360000000001,1.8288, {'other'}
69.8544,1.778, {'martial artist'}
83.916,1.8288, {'golf player'}
79.38,1.8288, {'other'}
56.7,1.6764000000000001, {'martial artist'}
64.0,1.8, {'other'}
111.5856,1.9304, {'other'}
136.5336,1.8796, {'other'}
120.204,1.9558, {'other'}
96.1632,1.8034, {'other'}
97.524,1.8288, {'other'}
81.648,1.9304, {'basketball player'}
111.132,2.032, {'basketball player'}
89.81280000000001,1.8034, {'other'}
82.0,1.77, {'rugby player'}
94.80239999999999,1.905, {'hockey player'}
103.4208,1.8796, {'hockey player'}
76.6584,1.7526, {'other'}
108.0,1.94, {'rugby player'}
92.988,1.905, {'basketball player'}
104.0,1.86, {'rugby player'}
100.0,1.9304, {'rugby player'}
100.0,1.8542, {'wrestler'}
93.0,1.83, {'rugby player'}
97.524,1.8796, {'golf player'}
79.38,1.8288, {'basketball player'}
77.112,1.7272, {'hockey player'}
73.9368,1.7526, {'hockey player'}
114.30527724,1.8796, {'rugby player'}
97.0,1.83, {'rugby player'}
108.0,1.8, {'rugby player'}
99.792,2.032, {'basketball player'}
92.988,1.8542, {'other'}
77.112,1.8288, {'basketball player'}
89.81280000000001,1.905, {'hockey player'}
83.0,1.73, {'rugby player'}
79.38,1.8542, {'hockey player'}
65.772,1.778, {'martial artist'}
110.6784,2.0066, {'basketball player'}
75.0,1.72, {'golf player'}
119.0,1.78, {'rugby player'}
77.112,1.7526, {'other'}
87.0912,1.8034, {'hockey player'}
99.0,1.88, {'rugby player'}
74.844,1.7526, {'hockey player'}
92.988,1.8542, {'other'}
68.0,1.81, {'cyclist'}
84.0,1.78, {'rugby player'}
84.8232,1.778, {'hockey player'}
77.112,1.8034, {'hockey player'}
100.0,1.88, {'rugby player'}
99.3384,1.8542, {'other'}
85.0,1.95, {'swimmer'}
106.596,2.0827999999999998, {'basketball player'}
120.65557042,1.8542, {'rugby player'}
72.0,1.83, {'swimmer'}
77.112,1.8796, {'basketball player'}
70.308,1.651, {'other'}
104.328,2.0066, {'basketball player'}
92.0,1.81, {'rugby player'}
92.988,1.8796, {'hockey player'}
95.256,1.8542, {'other'}
95.256,1.8034, {'hockey player'}
91.0,1.78, {'rugby player'}
90.72,1.8796, {'other'}
99.792,1.8796, {'other'}
102.0,1.83, {'rugby player'}
86.184,1.6764000000000001, {'other'}
88.0,1.85, {'rugby player'}
97.524,2.1082, {'basketball player'}
100.0,1.88, {'rugby player'}
86.184,1.8288, {'other'}
87.54480000000001,1.8542, {'other'}
102.06,1.9304, {'hockey player'}
90.72,1.8288, {'other'}
83.0,1.87, {'swimmer'}
102.0,1.85, {'rugby player'}
79.38,1.8034, {'other'}
99.3384,1.8542, {'other'}
108.4104,1.8542, {'wrestler'}
77.112,1.8034, {'basketball player'}
88.0,1.8034, {'rugby player'}
84.8232,1.8542, {'basketball player'}
92.988,2.0066, {'basketball player'}
77.112,1.8034, {'hockey player'}
92.988,1.8796, {'other'}
61.236,1.778, {'martial artist'}
131.0904,1.905, {'other'}
95.256,2.0574, {'basketball player'}
96.1632,1.8034, {'hockey player'}
77.112,1.778, {'basketball player'}
105.23519999999999,1.8542, {'other'}
108.0,1.94, {'rugby player'}
97.524,1.905, {'golf player'}
97.524,1.905, {'other'}
97.524,1.9812, {'basketball player'}
92.53439999999999,1.8796, {'other'}
90.72,1.8288, {'hockey player'}
113.8536,2.1082, {'basketball player'}
81.648,1.8034, {'hockey player'}
85.0,1.86, {'other'}
81.648,1.8288, {'other'}
77.112,1.8542, {'basketball player'}
91.6272,1.8288, {'other'}
87.99839999999999,1.778, {'hockey player'}
88.452,1.8542, {'other'}
116.0,1.9, {'rugby player'}
89.0,1.92, {'basketball player'}
108.864,2.032, {'basketball player'}
103.4208,2.0066, {'basketball player'}
81.648,1.8288, {'other'}
86.184,1.9812, {'basketball player'}
87.0,1.88, {'basketball player'}
92.988,1.8796, {'other'}
106.596,1.8034, {'other'}
86.184,1.8288, {'other'}
88.452,1.8796, {'other'}
79.38,1.8034, {'other'}
95.70960000000001,1.8542, {'hockey player'}
122.472,1.8542, {'other'}
117.0288,2.1336, {'basketball player'}
83.916,1.8034, {'hockey player'}
77.0,1.72, {'weightlifter'}
86.0,1.85, {'other'}
108.864,2.0066, {'basketball player'}
81.648,1.8288, {'other'}
48.0,1.64, {'boxer'}
59.0,1.67, {'cyclist'}
83.46239999999999,1.905, {'basketball player'}
98.8848,1.9558, {'other'}
74.844,1.7526, {'hockey player'}
133.3584,1.905, {'other'}
51.0,1.73, {'other'}
76.0,1.86, {'volleyball player'}
44.0,1.65, {'other'}
73.0,1.75, {'other'}
95.0,1.89, {'rower'}
59.0,1.68, {'other'}
56.0,1.62, {'diver'}
72.0,1.75, {'other'}
61.0,1.75, {'other'}
78.0,1.94, {'volleyball player'}
86.6376,1.8542, {'hockey player'}
91.0,1.83, {'rugby player'}
83.916,1.7272, {'other'}
98.0,1.81, {'rugby player'}
96.0,1.92, {'rugby player'}
77.112,1.8034, {'other'}
93.0,1.78, {'rugby player'}
70.0,1.83, {'cyclist'}
69.8544,1.7018, {'hockey player'}
95.0,1.84, {'rugby player'}
76.0,1.75, {'cyclist'}
90.72,1.9304, {'other'}
113.4,1.8796, {'other'}
90.72,1.8796, {'hockey player'}
93.0,1.8, {'shooter'}
104.328,1.8796, {'other'}
115.2144,1.9558, {'other'}
125.6472,1.9558, {'other'}
79.38,1.8034, {'basketball player'}
63.0,1.81, {'swimmer'}
56.0,1.51, {'wrestler'}
100.69919999999999,1.778, {'wrestler'}
98.8848,1.8288, {'wrestler'}
54.0,1.66, {'swimmer'}
73.0296,1.778, {'other'}
53.0712,1.524, {'other'}
78.0192,1.8542, {'other'}
72.576,1.8034, {'hockey player'}
84.8232,1.8288, {'basketball player'}
83.916,1.778, {'other'}
72.576,1.7272, {'other'}
90.72,1.8542, {'other'}
93.8952,1.8542, {'hockey player'}
99.792,1.9304, {'other'}
91.6272,1.8542, {'other'}
119.0,2.01, {'rugby player'}
97.524,1.8796, {'other'}
81.648,1.778, {'hockey player'}
92.988,1.8542, {'golf player'}
88.452,1.8542, {'other'}
108.864,2.0827999999999998, {'basketball player'}
113.4,1.8796, {'martial artist'}
90.72,1.905, {'other'}
81.648,1.905, {'basketball player'}
82.1016,1.8288, {'other'}
108.864,1.8796, {'other'}
102.06,1.9558, {'hockey player'}
89.81280000000001,1.7272, {'other'}
92.988,1.9812, {'basketball player'}
86.184,1.8542, {'other'}
97.524,2.032, {'basketball player'}
101.60469087999999,1.9304, {'rugby player'}
83.916,1.8288, {'other'}
90.72,1.8288, {'other'}
88.452,1.8796, {'hockey player'}
98.8848,1.8542, {'hockey player'}
90.72,1.7526, {'other'}
77.112,1.7526, {'other'}
77.112,1.8034, {'other'}
90.72,1.8542, {'other'}
77.5656,1.7272, {'hockey player'}
79.38,1.778, {'other'}
113.4,2.1082, {'basketball player'}
104.328,2.0574, {'basketball player'}
82.1016,1.8542, {'other'}
82.1016,1.8542, {'hockey player'}
81.648,1.8542, {'hockey player'}
63.0504,1.8288, {'other'}
99.792,1.9812, {'basketball player'}
113.0,1.92, {'rugby player'}
92.988,1.905, {'hockey player'}
74.844,1.8796, {'golf player'}
90.72,1.9304, {'basketball player'}
76.2048,1.7018, {'hockey player'}
84.3696,1.8542, {'other'}
90.72,1.8796, {'hockey player'}
90.72,1.8796, {'hockey player'}
88.452,1.8542, {'golf player'}
79.38,1.778, {'other'}
128.0,1.93, {'rugby player'}
72.1224,1.8288, {'swimmer'}
88.452,1.8542, {'hockey player'}
81.648,1.8034, {'hockey player'}
106.596,2.1082, {'basketball player'}
79.38,1.8288, {'basketball player'}
104.328,1.778, {'wrestler'}
95.256,1.778, {'other'}
92.988,1.8288, {'other'}
108.0,1.98, {'rugby player'}
80.74080000000001,1.778, {'other'}
86.184,1.8034, {'other'}
85.27680000000001,1.778, {'other'}
88.452,1.8288, {'hockey player'}
84.0,1.83, {'rugby player'}
97.524,2.0066, {'basketball player'}
83.916,1.8034, {'hockey player'}
83.00880000000001,1.8288, {'other'}
74.844,1.7272, {'hockey player'}
69.8544,1.524, {'swimmer'}
74.844,1.7526, {'hockey player'}
89.81280000000001,1.8542, {'other'}
95.256,1.8034, {'other'}
95.0,1.93, {'other'}
86.184,2.0066, {'basketball player'}
82.55381134,1.778, {'rugby player'}
77.112,1.8034, {'other'}
101.0,1.85, {'rugby player'}
68.04,1.7018, {'hockey player'}
116.0,1.91, {'rugby player'}
72.576,1.7526, {'other'}
65.772,1.8034, {'golf player'}
106.1424,1.8034, {'rugby player'}
82.5552,1.8034, {'hockey player'}
111.132,1.9304, {'rugby player'}
103.8744,1.8796, {'other'}
106.596,2.1082, {'basketball player'}
92.988,1.8542, {'hockey player'}
83.916,1.8288, {'hockey player'}
82.55381134,1.778, {'rugby player'}
88.452,1.8034, {'other'}
83.916,1.8288, {'other'}
86.184,1.9558, {'basketball player'}
70.308,1.7526, {'martial artist'}
95.256,2.0066, {'basketball player'}
95.256,1.8542, {'other'}
95.02,1.81, {'rugby player'}
74.844,1.7272, {'hockey player'}
73.9368,1.7526, {'other'}
72.576,1.778, {'hockey player'}
79.38,1.778, {'other'}
97.524,1.8796, {'hockey player'}
100.0188,1.778, {'rugby player'}
102.06,1.9812, {'basketball player'}
90.72,1.8542, {'hockey player'}
90.72,1.8796, {'other'}
80.0,1.7, {'rugby player'}
86.184,1.778, {'other'}
91.0,1.88, {'rugby player'}
73.0,1.75, {'rugby player'}
90.72,1.8542, {'other'}
92.988,1.8288, {'other'}
81.648,1.8034, {'hockey player'}
81.648,1.778, {'hockey player'}
91.6272,2.032, {'basketball player'}
88.452,1.8542, {'other'}
91.6272,1.8796, {'other'}
102.96719999999999,1.9558, {'basketball player'}
95.256,1.905, {'hockey player'}
72.576,1.7526, {'golf player'}
74.844,1.7526, {'hockey player'}
83.916,1.8288, {'other'}
97.0,1.87, {'rugby player'}
83.916,1.778, {'martial artist'}
97.524,2.032, {'basketball player'}
83.916,1.8034, {'other'}
83.916,1.8796, {'basketball player'}
84.0,1.82, {'rugby player'}
86.184,1.8288, {'hockey player'}
83.00880000000001,1.8542, {'hockey player'}
89.81280000000001,1.8796, {'other'}
81.648,1.905, {'hockey player'}
108.864,2.1336, {'basketball player'}
88.452,1.778, {'other'}
82.1016,1.8288, {'other'}
109.0,1.96, {'rugby player'}
97.524,1.8796, {'hockey player'}
86.0,1.78, {'rugby player'}
82.5552,1.8542, {'other'}
85.27680000000001,1.905, {'hockey player'}
86.184,1.905, {'hockey player'}
104.328,1.9812, {'basketball player'}
99.792,2.0827999999999998, {'basketball player'}
86.184,1.8034, {'other'}
68.04,1.6764000000000001, {'wrestler'}
86.184,1.8288, {'other'}
83.916,1.8034, {'golf player'}
81.648,1.8796, {'hockey player'}
92.988,1.8288, {'hockey player'}
82.1016,1.8034, {'other'}
83.916,1.8288, {'hockey player'}
74.844,1.7526, {'hockey player'}
97.524,1.9558, {'other'}
86.184,1.8542, {'other'}
81.648,1.7018, {'other'}
106.596,2.0827999999999998, {'basketball player'}
104.328,1.9304, {'hockey player'}
81.648,1.8288, {'other'}
127.008,2.0066, {'other'}
124.74,1.7526, {'wrestler'}
74.844,1.8288, {'golf player'}
77.112,1.778, {'other'}
111.0,1.83, {'rugby player'}
77.112,1.778, {'other'}
101.6064,1.8796, {'other'}
92.988,1.905, {'basketball player'}
98.8848,1.905, {'other'}
99.792,2.032, {'basketball player'}
77.112,1.8034, {'golf player'}
83.916,1.8542, {'other'}
97.524,1.905, {'other'}
95.256,1.905, {'other'}
94.80239999999999,1.9304, {'other'}
86.184,1.8034, {'other'}
81.0,1.89, {'other'}
100.24560000000001,1.9304, {'other'}
86.184,1.8288, {'other'}
120.0,1.96, {'rugby player'}
86.6376,1.8288, {'hockey player'}
86.184,1.8288, {'hockey player'}
76.0,1.73, {'rugby player'}
102.06,2.032, {'basketball player'}
91.0,1.82, {'rugby player'}
83.916,1.778, {'hockey player'}
90.72,2.0066, {'basketball player'}
97.524,1.9812, {'other'}
80.0,1.85, {'other'}
105.23519999999999,1.8796, {'other'}
86.184,1.8034, {'golf player'}
90.72,1.8796, {'golf player'}
75.7512,1.778, {'martial artist'}
117.936,1.9304, {'wrestler'}
83.916,1.8288, {'hockey player'}
72.576,1.7526, {'hockey player'}
81.648,1.8796, {'other'}
88.452,1.8288, {'other'}
116.0,1.91, {'wrestler'}
92.988,2.032, {'basketball player'}
98.8848,1.905, {'other'}
98.0,1.87, {'rugby player'}
97.524,1.8542, {'hockey player'}
81.648,1.778, {'other'}
117.936,1.9304, {'other'}
77.112,1.778, {'hockey player'}
79.38,1.8542, {'basketball player'}
99.792,1.8796, {'other'}
83.916,1.8288, {'martial artist'}
86.0,1.78, {'rugby player'}
83.916,1.8288, {'hockey player'}
100.0,1.8, {'rugby player'}
88.452,1.8542, {'other'}
140.616,2.0066, {'other'}
109.3176,1.905, {'other'}
112.0,2.01, {'rugby player'}
88.90410451999999,1.778, {'rugby player'}
84.8232,1.8288, {'swimmer'}
83.916,1.8796, {'basketball player'}
134.2656,1.905, {'other'}
66.0,1.83, {'other'}
117.0,1.85, {'rugby player'}
99.792,1.905, {'other'}
79.38,1.8542, {'basketball player'}
105.6888,1.8034, {'martial artist'}
111.132,1.905, {'other'}
72.1224,1.8034, {'basketball player'}
83.9,1.78, {'other'}
122.0,1.905, {'wrestler'}
86.6376,1.905, {'other'}
91.6272,1.7272, {'wrestler'}
86.184,1.8288, {'hockey player'}
92.0808,1.905, {'golf player'}
83.916,1.8542, {'other'}
83.0,1.92, {'other'}
94.80239999999999,1.8542, {'hockey player'}
93.44160000000001,1.9304, {'basketball player'}
113.4,2.1082, {'basketball player'}
88.452,1.8288, {'hockey player'}
78.0192,1.8288, {'other'}
82.5552,1.8542, {'other'}
82.1016,1.9304, {'basketball player'}
60.0,1.7, {'cyclist'}
100.69919999999999,1.905, {'other'}
108.4104,1.8288, {'rugby player'}
72.0,1.78, {'rugby player'}
110.0,2.0, {'rugby player'}
83.916,1.7653, {'martial artist'}
102.06,1.905, {'hockey player'}
74.844,1.7272, {'basketball player'}
86.0,1.84, {'rugby player'}
82.0,1.72, {'badminton player'}
112.0,1.83, {'rugby player'}
75.0,1.68, {'martial artist'}
87.99839999999999,1.8288, {'other'}
91.17360000000001,1.8288, {'swimmer'}
66.0,1.83, {'other'}
60.0,1.68, {'wrestler'}
105.0,1.76, {'other'}
81.82944,1.8542, {'basketball player'}
64.8648,1.524, {'other'}
99.792,2.032, {'basketball player'}
77.112,1.8034, {'golf player'}
69.8544,1.524, {'swimmer'}
77.112,1.778, {'martial artist'}
67.0,1.85, {'other'}
106.049896106,1.89, {'rugby player'}
102.0,1.85, {'rugby player'}
108.864,2.0066, {'basketball player'}
60.0,1.8, {'cyclist'}
112.4928,1.905, {'other'}
96.1632,1.8288, {'hockey player'}
81.19439999999999,1.7526, {'hockey player'}
88.90410451999999,1.8796, {'rugby player'}
86.6376,1.524, {'rugby player'}
76.0,1.78, {'other'}
78.0,1.88, {'cyclist'}
93.0,1.8, {'rugby player'}
83.916,1.8542, {'martial artist'}
83.0,1.86, {'swimmer'}
74.844,1.778, {'golf player'}
91.17360000000001,1.8542, {'hockey player'}
95.0,1.85, {'rower'}
81.648,1.9304, {'basketball player'}
97.97760000000001,1.8796, {'hockey player'}
66.2256,1.7272, {'hockey player'}
89.0,1.8, {'rugby player'}
83.916,1.8288, {'hockey player'}
86.184,1.8034, {'other'}
113.0,1.98, {'rugby player'}
85.0,1.78, {'rugby player'}
102.06,1.8542, {'other'}
81.648,1.8796, {'basketball player'}
104.328,2.0574, {'basketball player'}
91.0,1.83, {'other'}
70.0,1.78, {'other'}
77.0,1.85, {'swimmer'}
79.0,1.75, {'hockey player'}
72.0,1.81, {'swimmer'}
65.0,1.76, {'cyclist'}
63.5029318,1.778, {'other'}
89.81280000000001,1.8796, {'hockey player'}
114.7608,2.0574, {'basketball player'}
68.04,1.7526, {'golf player'}
90.72,1.8542, {'hockey player'}
76.0,1.82, {'hockey player'}
92.988,1.8796, {'hockey player'}
90.72,1.8034, {'other'}
115.0,2.02, {'rugby player'}
95.256,1.8796, {'other'}
99.0,1.85, {'rugby player'}
99.792,1.905, {'basketball player'}
89.81280000000001,1.8796, {'hockey player'}
81.648,1.778, {'hockey player'}
96.0,1.87, {'martial artist'}
84.0,1.9, {'swimmer'}
119.0,1.96, {'rugby player'}
79.8336,1.7018, {'hockey player'}
108.0,1.99, {'basketball player'}
76.0,1.79, {'swimmer'}
95.256,1.8034, {'golf player'}
129.276,2.0574, {'basketball player'}
82.55381134,1.8288, {'rugby player'}
84.8232,1.8288, {'hockey player'}
70.308,1.8034, {'martial artist'}
86.6376,1.8034, {'golf player'}
88.90410451999999,1.8288, {'rugby player'}
83.916,1.9304, {'swimmer'}
89.81280000000001,1.7526, {'hockey player'}
81.648,1.8288, {'golf player'}
97.524,1.905, {'hockey player'}
86.184,1.8034, {'hockey player'}
86.184,1.8288, {'swimmer'}
74.844,1.7272, {'golf player'}
86.184,1.8288, {'golf player'}
92.988,1.8796, {'other'}
83.916,1.8288, {'other'}
83.916,1.778, {'hockey player'}
93.8952,1.8796, {'other'}
55.0,1.64, {'cyclist'}
84.0,1.778, {'rugby player'}
92.988,1.905, {'other'}
102.0,1.85, {'rugby player'}
107.0,1.9, {'rugby player'}
100.0,1.8, {'rugby player'}
101.60469087999999,1.524, {'rugby player'}
77.112,1.524, {'rugby player'}
86.184,1.8034, {'hockey player'}
92.0,2.05, {'volleyball player'}
60.0,1.61, {'other'}
73.0,1.75, {'tennis player'}
107.0,1.9, {'rugby player'}
95.0,2.06, {'volleyball player'}
93.0,2.04, {'volleyball player'}
120.0,1.94, {'rugby player'}
83.916,1.9304, {'other'}
83.0,1.524, {'other'}
102.96719999999999,1.8542, {'wrestler'}
120.0,1.83, {'rugby player'}
