Weight, Height, Type of Sportsman
71.0,1.72, {'cyclist'}
83.916,1.7907, {'golf player'}
90.72,1.8542, {'golf player'}
102.06,2.0574, {'basketball player'}
81.648,1.9304, {'basketball player'}
77.112,1.8288, {'basketball player'}
74.3904,1.7272, {'hockey player'}
89.81280000000001,2.0066, {'basketball player'}
81.648,1.905, {'basketball player'}
76.0,1.78, {'rugby player'}
86.184,1.9304, {'basketball player'}
96.1632,1.778, {'other'}
81.0,1.82, {'other'}
97.0,1.79, {'shooter'}
78.0192,1.8034, {'other'}
72.576,1.778, {'hockey player'}
104.328,2.0827999999999998, {'basketball player'}
66.0,1.8, {'baseball player'}
83.916,1.8288, {'hockey player'}
97.524,2.159, {'basketball player'}
107.50319999999999,2.0827999999999998, {'basketball player'}
90.0,1.88, {'rugby player'}
74.844,1.524, {'swimmer'}
74.844,1.778, {'other'}
63.504,1.7018, {'hockey player'}
89.81280000000001,1.8542, {'hockey player'}
111.132,2.0574, {'basketball player'}
81.648,1.778, {'hockey player'}
100.0,1.87, {'rugby player'}
83.0,1.95, {'swimmer'}
95.256,1.9812, {'basketball player'}
120.204,2.2098, {'basketball player'}
47.628,1.5494, {'boxer'}
86.184,1.8034, {'other'}
77.112,1.8288, {'other'}
86.0,1.8, {'rugby player'}
86.0,1.76, {'other'}
106.0,1.98, {'rugby player'}
52.0,1.57, {'diver'}
77.5656,1.7272, {'other'}
83.916,1.905, {'basketball player'}
114.0,1.96, {'rugby player'}
77.0,1.88, {'swimmer'}
85.0,1.85, {'volleyball player'}
94.0,1.9, {'rugby player'}
92.0,1.92, {'rugby player'}
66.0,1.74, {'other'}
90.0,1.93, {'volleyball player'}
63.0,1.71, {'other'}
74.844,1.7526, {'other'}
78.0,1.84, {'swimmer'}
80.0,200.0, {'volleyball player'}
81.0,1.91, {'volleyball player'}
65.0,1.84, {'volleyball player'}
75.0,1.86, {'volleyball player'}
75.0,1.8, {'other'}
75.0,1.85, {'boxer'}
50.0,1.62, {'other'}
78.0,1.88, {'volleyball player'}
81.0,1.71, {'other'}
57.0,1.74, {'badminton player'}
60.0,1.75, {'volleyball player'}
75.0,1.81, {'volleyball player'}
75.0,1.85, {'table tennis player'}
58.0,1.67, {'other'}
65.0,1.72, {'volleyball player'}
63.0,1.79, {'volleyball player'}
67.0,1.81, {'volleyball player'}
60.0,1.89, {'volleyball player'}
70.0,1.87, {'volleyball player'}
65.0,1.72, {'volleyball player'}
103.8744,1.8542, {'martial artist'}
60.0,1.81, {'swimmer'}
80.0,1.9, {'swimmer'}
74.0,1.76, {'handball player'}
62.0,1.73, {'swimmer'}
58.0,1.68, {'badminton player'}
70.0,1.78, {'handball player'}
73.9368,1.8288, {'swimmer'}
61.0,1.76, {'volleyball player'}
68.0,1.88, {'volleyball player'}
74.0,1.75, {'swimmer'}
76.0,1.86, {'handball player'}
50.0,1.524, {'swimmer'}
55.0,1.66, {'badminton player'}
48.0,1.64, {'diver'}
72.0,1.81, {'other'}
87.0,1.9, {'volleyball player'}
63.0,1.55, {'table tennis player'}
82.0,1.92, {'volleyball player'}
110.2248,2.1336, {'basketball player'}
63.0,1.77, {'other'}
75.0,1.78, {'shooter'}
110.2248,2.1336, {'basketball player'}
62.0,1.7, {'other'}
61.0,1.7, {'volleyball player'}
69.0,1.77, {'volleyball player'}
61.0,1.76, {'volleyball player'}
78.0,1.9, {'other'}
101.0,1.9, {'rugby player'}
77.112,1.778, {'martial artist'}
70.0,1.77, {'volleyball player'}
69.8544,1.778, {'other'}
73.0,1.8, {'swimmer'}
96.6168,1.8288, {'other'}
88.452,1.9304, {'basketball player'}
70.0,1.73, {'golf player'}
83.00880000000001,1.778, {'other'}
60.0,1.83, {'cyclist'}
87.0912,1.905, {'golf player'}
99.792,2.032, {'basketball player'}
92.98,1.89, {'other'}
88.90410451999999,1.8542, {'rugby player'}
95.0,1.88, {'rugby player'}
86.184,1.8542, {'hockey player'}
86.184,1.8796, {'other'}
90.72,2.032, {'basketball player'}
90.72,1.8796, {'basketball player'}
90.72,1.8796, {'hockey player'}
83.916,1.8542, {'hockey player'}
86.184,1.905, {'basketball player'}
91.17360000000001,1.8288, {'hockey player'}
92.988,1.8288, {'other'}
136.08,1.8796, {'other'}
81.648,1.8288, {'other'}
72.57,1.75, {'other'}
97.524,1.8542, {'other'}
90.72,1.8542, {'other'}
86.0,1.83, {'rugby player'}
70.0,1.7, {'martial artist'}
90.0,1.87, {'rugby player'}
95.256,1.9812, {'basketball player'}
72.57,1.8, {'other'}
106.0,1.93, {'rugby player'}
70.308,1.7272, {'basketball player'}
88.452,1.905, {'other'}
87.0,1.78, {'rugby player'}
95.3,1.85, {'cyclist'}
79.0,1.79, {'rugby player'}
105.0,1.89, {'rugby player'}
122.472,2.032, {'rugby player'}
62.0,1.8, {'volleyball player'}
107.04960000000001,1.8796, {'other'}
54.0,1.59, {'other'}
87.0,1.99, {'volleyball player'}
94.0,1.8, {'wrestler'}
64.8648,1.7526, {'martial artist'}
68.04,1.7018, {'basketball player'}
88.0,1.75, {'martial artist'}
98.0,1.9, {'rugby player'}
93.0,1.87, {'rugby player'}
72.1224,1.524, {'other'}
107.04960000000001,1.8288, {'wrestler'}
70.0,1.83, {'other'}
66.2256,1.7018, {'martial artist'}
101.0,1.91, {'rugby player'}
65.0,1.75, {'cyclist'}
83.916,1.8796, {'basketball player'}
108.864,2.0574, {'basketball player'}
70.0,1.74, {'boxer'}
69.8544,1.524, {'swimmer'}
80.0,1.9, {'tennis player'}
88.452,1.8034, {'other'}
84.8,1.88, {'martial artist'}
92.0,1.79, {'rugby player'}
81.648,1.778, {'hockey player'}
70.0,1.7, {'tennis player'}
90.72,1.9558, {'basketball player'}
120.6576,1.9304, {'wrestler'}
99.792,1.9812, {'basketball player'}
96.1632,1.905, {'hockey player'}
81.648,1.8542, {'other'}
86.184,1.9812, {'basketball player'}
86.184,1.8542, {'hockey player'}
111.132,2.0574, {'basketball player'}
0.4536,1.7526, {'other'}
77.112,1.778, {'hockey player'}
106.596,1.8288, {'other'}
99.792,2.0827999999999998, {'basketball player'}
82.0,1.8, {'rugby player'}
83.916,1.8288, {'other'}
80.74080000000001,1.524, {'other'}
83.916,1.8288, {'hockey player'}
90.72,1.9304, {'basketball player'}
108.864,2.032, {'basketball player'}
111.132,2.032, {'basketball player'}
85.0,1.78, {'rugby player'}
97.524,1.8542, {'other'}
86.184,1.905, {'basketball player'}
86.0,1.74, {'rugby player'}
72.576,1.7526, {'golf player'}
95.0,1.9, {'rugby player'}
83.916,1.8288, {'other'}
80.74080000000001,1.7526, {'other'}
74.844,1.7526, {'hockey player'}
88.452,1.8288, {'other'}
83.916,1.8034, {'hockey player'}
87.0912,2.032, {'basketball player'}
92.988,1.8542, {'other'}
91.17360000000001,1.8288, {'hockey player'}
95.0,1.86, {'rugby player'}
105.0,1.8, {'rugby player'}
79.0,1.84, {'rugby player'}
83.916,1.778, {'hockey player'}
79.38,1.9304, {'basketball player'}
74.844,1.778, {'hockey player'}
74.844,1.7526, {'golf player'}
79.38,1.8288, {'other'}
77.112,1.8034, {'other'}
86.184,1.8796, {'other'}
105.0,1.8, {'rugby player'}
120.0,1.8288, {'rugby player'}
80.74080000000001,1.7526, {'other'}
86.184,1.8542, {'other'}
104.328,2.032, {'basketball player'}
88.452,1.778, {'hockey player'}
83.916,1.905, {'hockey player'}
104.328,1.9812, {'wrestler'}
109.0,1.88, {'rugby player'}
89.0,1.8, {'rugby player'}
78.0,1.83, {'golf player'}
81.648,1.8034, {'other'}
104.328,1.9304, {'other'}
90.72,1.8542, {'other'}
92.988,1.905, {'basketball player'}
88.452,1.8288, {'hockey player'}
81.648,1.778, {'hockey player'}
98.4312,2.032, {'basketball player'}
90.72,1.8796, {'hockey player'}
97.524,2.0574, {'basketball player'}
78.9264,1.8288, {'other'}
77.112,1.778, {'hockey player'}
86.184,1.905, {'basketball player'}
104.328,1.9558, {'basketball player'}
95.256,1.8288, {'other'}
93.0,1.89, {'rugby player'}
117.936,2.0574, {'basketball player'}
83.00880000000001,1.8796, {'hockey player'}
78.0,1.78, {'rugby player'}
79.38,1.7526, {'other'}
83.916,1.905, {'basketball player'}
86.0,1.85, {'rugby player'}
116.0,1.86, {'rugby player'}
69.85322498,1.7272, {'rugby player'}
114.30527724,1.8034, {'rugby player'}
105.6888,2.0827999999999998, {'basketball player'}
86.184,1.8796, {'basketball player'}
95.0,1.88, {'martial artist'}
93.0,1.8, {'rugby player'}
102.06,1.9304, {'hockey player'}
87.0,1.78, {'rugby player'}
82.0,1.8, {'golf player'}
73.4832,1.7272, {'hockey player'}
106.0,1.97, {'rugby player'}
97.0,2.02, {'volleyball player'}
86.184,1.905, {'other'}
79.38,1.8796, {'golf player'}
79.8336,1.8034, {'hockey player'}
65.772,1.8034, {'basketball player'}
77.5656,1.7399, {'basketball player'}
80.0,1.83, {'volleyball player'}
63.0,1.71, {'table tennis player'}
83.916,1.778, {'other'}
65.772,1.778, {'basketball player'}
69.0,1.6, {'weightlifter'}
100.0,1.85, {'rugby player'}
104.0,1.94, {'rugby player'}
84.8232,1.8288, {'hockey player'}
64.0,1.75, {'volleyball player'}
95.0,1.88, {'rugby player'}
102.0,1.98, {'rugby player'}
87.99839999999999,1.8034, {'other'}
99.792,2.0574, {'basketball player'}
83.916,1.8796, {'hockey player'}
99.792,1.9558, {'basketball player'}
104.328,1.9812, {'basketball player'}
95.0,1.83, {'martial artist'}
106.0,1.91, {'rugby player'}
91.17360000000001,1.8034, {'other'}
89.81280000000001,1.778, {'other'}
117.936,1.9812, {'basketball player'}
82.1016,1.7526, {'other'}
63.504,1.7272, {'wrestler'}
63.9576,1.524, {'swimmer'}
69.8544,1.524, {'other'}
62.0,1.63, {'hockey player'}
64.0,1.75, {'swimmer'}
60.0,1.78, {'cyclist'}
74.844,1.8796, {'basketball player'}
63.0,1.73, {'swimmer'}
71.0,1.78, {'volleyball player'}
57.1536,1.524, {'swimmer'}
85.0,1.74, {'rugby player'}
115.0,1.74, {'weightlifter'}
92.0,1.88, {'rugby player'}
90.0,1.78, {'rugby player'}
92.0,1.79, {'rugby player'}
117.0,1.91, {'rugby player'}
80.0,1.95, {'swimmer'}
118.0,1.99, {'rugby player'}
70.0,1.76, {'table tennis player'}
65.772,1.7018, {'other'}
76.2048,0.0, {'rugby player'}
90.0,1.9, {'other'}
57.0,1.74, {'other'}
95.256,1.8796, {'other'}
83.916,1.8796, {'basketball player'}
102.06,1.778, {'wrestler'}
78.9264,1.8034, {'hockey player'}
95.2543977,1.8796, {'rugby player'}
77.112,1.8542, {'golf player'}
72.576,1.8288, {'other'}
99.792,1.905, {'hockey player'}
83.916,1.8542, {'hockey player'}
92.0,1.79, {'rugby player'}
72.576,1.8542, {'golf player'}
102.06,1.9558, {'other'}
77.112,1.8542, {'basketball player'}
96.0,1.82, {'rugby player'}
90.72,1.9304, {'hockey player'}
83.916,1.905, {'golf player'}
120.204,2.032, {'martial artist'}
86.184,1.8288, {'golf player'}
81.648,1.7272, {'hockey player'}
111.132,2.0066, {'basketball player'}
81.648,1.778, {'other'}
79.38,1.8542, {'basketball player'}
83.916,1.7526, {'other'}
79.8336,1.8288, {'basketball player'}
108.864,1.8542, {'wrestler'}
98.0,1.89, {'other'}
92.0808,1.8542, {'other'}
108.0,1.77, {'rugby player'}
102.06,1.524, {'other'}
117.9,1.91, {'martial artist'}
82.55381134,1.8034, {'rugby player'}
97.524,1.9812, {'basketball player'}
89.0,1.83, {'rugby player'}
93.0,1.82, {'rugby player'}
81.648,1.9304, {'basketball player'}
97.524,2.0066, {'basketball player'}
70.0,1.83, {'cyclist'}
99.792,1.9558, {'basketball player'}
82.0,1.93, {'other'}
88.452,1.9812, {'basketball player'}
97.524,1.9558, {'basketball player'}
65.0,1.82, {'cyclist'}
90.0,1.9, {'tennis player'}
97.0,1.89, {'rugby player'}
93.44160000000001,2.0574, {'basketball player'}
105.6888,1.8288, {'other'}
82.0,1.9, {'volleyball player'}
122.472,1.9558, {'other'}
64.8648,1.778, {'wrestler'}
125.0,1.81, {'rugby player'}
95.0,1.93, {'other'}
95.0,1.96, {'basketball player'}
102.0,1.77, {'rugby player'}
86.0,1.78, {'rugby player'}
114.0,1.8, {'rugby player'}
89.0,1.76, {'rugby player'}
83.916,1.8034, {'other'}
81.648,1.8288, {'basketball player'}
79.38,1.8796, {'basketball player'}
83.916,1.8796, {'basketball player'}
77.112,1.778, {'other'}
68.0,1.64, {'other'}
65.772,1.7272, {'basketball player'}
63.9576,1.524, {'swimmer'}
54.8856,1.524, {'swimmer'}
105.0,1.89, {'rugby player'}
113.0,1.85, {'rugby player'}
69.85322498,1.778, {'rugby player'}
85.0,1.91, {'swimmer'}
120.0,1.9, {'rugby player'}
75.0,1.9, {'volleyball player'}
81.0,1.78, {'swimmer'}
114.0,1.8, {'rugby player'}
122.0,1.96, {'rugby player'}
77.112,1.7272, {'hockey player'}
70.0,1.81, {'cyclist'}
111.132,1.9304, {'wrestler'}
51.0,1.62, {'boxer'}
108.0,1.93, {'rugby player'}
80.0,1.85, {'golf player'}
60.0,1.65, {'other'}
106.1424,2.032, {'basketball player'}
81.19439999999999,1.778, {'golf player'}
92.988,2.032, {'basketball player'}
79.38,1.8796, {'basketball player'}
80.0,1.84, {'other'}
68.0,1.75, {'volleyball player'}
95.256,2.0066, {'basketball player'}
77.112,1.7272, {'hockey player'}
89.0,1.88, {'rower'}
79.38,1.8288, {'basketball player'}
106.596,1.8796, {'wrestler'}
129.276,1.9812, {'other'}
133.0,1.85, {'rugby player'}
90.0,1.91, {'cyclist'}
86.184,1.8288, {'other'}
99.792,2.0066, {'basketball player'}
66.2256,1.7526, {'other'}
95.256,1.8542, {'other'}
88.90410451999999,1.8288, {'rugby player'}
86.184,1.8034, {'hockey player'}
92.988,1.778, {'other'}
70.308,1.8034, {'other'}
85.0,2.01, {'volleyball player'}
83.0,1.8, {'other'}
76.0,1.74, {'other'}
75.0,1.82, {'cyclist'}
118.0,1.84, {'other'}
66.0,1.83, {'swimmer'}
67.0,1.73, {'cyclist'}
77.112,1.6764000000000001, {'hockey player'}
57.0,1.65, {'boxer'}
90.0,1.8, {'rugby player'}
110.0,2.0, {'rugby player'}
83.916,1.8288, {'hockey player'}
103.0,1.98, {'rugby player'}
68.0,1.82, {'other'}
91.6272,1.905, {'hockey player'}
97.0,1.88, {'rugby player'}
79.38,1.9812, {'basketball player'}
90.72,1.8542, {'basketball player'}
96.0,1.8288, {'rugby player'}
112.0,2.0, {'rugby player'}
93.0,1.8, {'rugby player'}
70.308,1.778, {'martial artist'}
83.916,1.8288, {'basketball player'}
112.0,1.98, {'rugby player'}
61.236,1.7526, {'martial artist'}
90.0,1.8, {'rugby player'}
129.0,2.11, {'rugby player'}
101.0,1.9, {'rugby player'}
79.8336,1.8542, {'basketball player'}
78.0,1.75, {'rugby player'}
81.0,1.92, {'cyclist'}
77.112,1.778, {'golf player'}
72.576,1.524, {'other'}
82.55381134,1.524, {'rugby player'}
95.256,2.0066, {'basketball player'}
92.988,1.8796, {'hockey player'}
88.452,1.8796, {'basketball player'}
95.0,1.95, {'other'}
83.916,1.8796, {'basketball player'}
104.328,2.032, {'basketball player'}
91.6272,2.0066, {'basketball player'}
80.74080000000001,1.7526, {'wrestler'}
68.04,1.8288, {'cyclist'}
83.46239999999999,1.8288, {'other'}
88.452,1.8796, {'basketball player'}
82.0,1.74, {'rugby player'}
106.0,1.93, {'rugby player'}
116.1216,1.82, {'rugby player'}
95.2543977,1.9304, {'rugby player'}
91.17360000000001,1.8796, {'other'}
102.96719999999999,1.9304, {'other'}
84.0,1.73, {'rugby player'}
85.27680000000001,1.8796, {'basketball player'}
82.0,1.81, {'rugby player'}
106.1424,2.0574, {'basketball player'}
86.184,1.778, {'other'}
120.0,1.98, {'rugby player'}
123.0,1.91, {'rugby player'}
82.55381134,1.8542, {'rugby player'}
102.0,1.83, {'rugby player'}
70.308,1.778, {'martial artist'}
103.0,1.93, {'rugby player'}
77.112,1.8034, {'golf player'}
112.0,1.95, {'rugby player'}
65.772,1.7526, {'martial artist'}
102.0,1.86, {'rugby player'}
106.0,1.88, {'rugby player'}
120.204,2.1082, {'basketball player'}
79.38,1.8542, {'other'}
92.988,1.8542, {'hockey player'}
82.5,1.81, {'rugby player'}
79.38,1.8288, {'wrestler'}
108.864,2.159, {'basketball player'}
84.3696,1.8288, {'other'}
61.236,1.7272, {'martial artist'}
91.0,1.81, {'rugby player'}
90.72,2.0066, {'basketball player'}
140.0,2.03, {'rugby player'}
97.0,1.8, {'rugby player'}
109.0,1.9, {'rugby player'}
127.9152,1.905, {'other'}
84.0,1.78, {'rugby player'}
83.916,1.8542, {'basketball player'}
124.0,2.01, {'rugby player'}
86.184,1.9557999999999998, {'golf player'}
188.0,1.905, {'basketball player'}
118.0,1.88, {'rugby player'}
112.0392,1.8034, {'other'}
104.328,2.032, {'basketball player'}
127.008,1.8796, {'other'}
104.0,1.95, {'rugby player'}
118.8432,1.8796, {'other'}
102.96719999999999,1.9304, {'hockey player'}
110.0,1.93, {'rugby player'}
72.576,1.8542, {'golf player'}
109.7712,1.8542, {'other'}
111.132,1.9304, {'other'}
142.884,1.9812, {'other'}
100.69919999999999,2.0066, {'basketball player'}
70.308,1.7272, {'martial artist'}
120.0,1.92, {'rugby player'}
82.0,1.89, {'rower'}
62.0,1.74, {'other'}
79.0,1.82, {'badminton player'}
100.0,1.96, {'water polo player'}
75.0,1.88, {'other'}
95.0,1.91, {'rugby player'}
78.0,1.8, {'other'}
72.0,1.74, {'cyclist'}
92.0,1.79, {'rugby player'}
90.0,1.82, {'other'}
74.0,1.75, {'swimmer'}
92.988,1.905, {'other'}
104.0,1.94, {'handball player'}
118.0,2.02, {'rugby player'}
86.184,1.905, {'basketball player'}
78.0,1.85, {'volleyball player'}
90.72,1.8796, {'basketball player'}
74.0,1.75, {'rugby player'}
102.06,2.1336, {'basketball player'}
97.07039999999999,1.8034, {'other'}
83.0,1.82, {'swimmer'}
78.0,1.85, {'cyclist'}
97.524,1.9558, {'basketball player'}
83.916,1.9304, {'golf player'}
88.452,1.8415, {'other'}
88.9056,1.8542, {'hockey player'}
81.648,1.8288, {'other'}
56.0,1.67, {'other'}
113.4,2.0574, {'basketball player'}
68.0,1.72, {'other'}
106.596,1.7272, {'other'}
124.0,2.02, {'rugby player'}
72.5,1.75, {'martial artist'}
67.0,1.82, {'swimmer'}
95.256,1.8034, {'other'}
83.0,1.76, {'rugby player'}
82.0,1.83, {'other'}
83.916,1.8415, {'basketball player'}
81.648,1.778, {'other'}
78.0,1.73, {'rugby player'}
108.0,1.88, {'rugby player'}
93.0,1.91, {'other'}
95.70960000000001,1.96977, {'basketball player'}
89.0,1.83, {'other'}
83.916,1.8288, {'other'}
70.0,1.76, {'other'}
83.0,1.89, {'other'}
78.9264,1.8796, {'golf player'}
104.78160000000001,1.8288, {'rugby player'}
83.916,1.8796, {'other'}
97.0,1.86, {'rugby player'}
85.73039999999999,1.8288, {'other'}
78.0192,1.8034, {'other'}
86.184,1.8288, {'swimmer'}
74.844,1.7272, {'other'}
83.916,1.8288, {'hockey player'}
87.0912,1.8542, {'hockey player'}
95.256,1.9812, {'basketball player'}
75.0,1.8542, {'golf player'}
80.0,1.86, {'cyclist'}
79.38,1.7018, {'other'}
110.0,2.03, {'rugby player'}
90.0,1.85, {'rugby player'}
79.0,1.78, {'rugby player'}
77.112,1.8034, {'martial artist'}
78.0,1.8, {'rugby player'}
88.452,1.7272, {'golf player'}
91.0,1.83, {'shooter'}
98.0,1.78, {'other'}
99.792,2.0066, {'basketball player'}
55.0,1.65, {'other'}
89.81280000000001,2.0827999999999998, {'basketball player'}
99.792,1.8288, {'cyclist'}
110.2248,2.0827999999999998, {'basketball player'}
73.0,1.8288, {'other'}
94.0,1.96, {'volleyball player'}
93.0,1.94, {'volleyball player'}
77.112,1.8288, {'other'}
110.2248,1.905, {'wrestler'}
138.348,1.9558, {'other'}
76.2048,1.8288, {'swimmer'}
77.0,1.74, {'rugby player'}
103.0,1.8288, {'rugby player'}
90.0,1.84, {'rugby player'}
90.0,1.88, {'rugby player'}
82.0,1.8, {'rugby player'}
86.0,1.95, {'volleyball player'}
67.0,1.71, {'other'}
90.0,207.0, {'volleyball player'}
116.1216,1.9304, {'other'}
133.3584,1.8542, {'other'}
60.0,1.68, {'cyclist'}
77.112,1.7526, {'hockey player'}
113.0,1.93, {'rugby player'}
92.5,1.8, {'rugby player'}
73.9368,1.524, {'swimmer'}
89.0,1.8, {'rugby player'}
86.184,2.0066, {'basketball player'}
114.0,1.8034, {'rugby player'}
59.0,1.7, {'other'}
86.184,1.8288, {'other'}
106.0,1.93, {'rugby player'}
86.184,1.8288, {'other'}
92.988,1.8034, {'other'}
95.256,2.032, {'basketball player'}
89.81280000000001,1.905, {'other'}
108.864,2.1336, {'basketball player'}
83.46239999999999,1.7526, {'other'}
83.916,1.778, {'hockey player'}
84.0,1.86, {'other'}
88.452,1.8542, {'basketball player'}
72.576,1.7272, {'other'}
97.0,1.9, {'rugby player'}
86.184,1.9304, {'basketball player'}
83.00880000000001,1.7526, {'other'}
56.7,1.7272, {'martial artist'}
92.988,1.905, {'basketball player'}
132.9048,1.905, {'other'}
96.1632,1.524, {'other'}
102.06,1.9558, {'other'}
68.04,1.7272, {'golf player'}
102.0,1.92, {'rugby player'}
83.916,1.905, {'basketball player'}
83.916,1.8796, {'basketball player'}
81.648,1.8288, {'other'}
69.85322498,1.524, {'rugby player'}
127.008,1.778, {'wrestler'}
109.0,1.79, {'rugby player'}
74.844,1.778, {'hockey player'}
119.0,1.96, {'rugby player'}
102.0,1.83, {'rugby player'}
79.38,1.905, {'basketball player'}
72.576,1.8034, {'other'}
90.72,1.8034, {'basketball player'}
94.3488,1.905, {'other'}
102.06,1.9812, {'basketball player'}
99.792,2.0066, {'basketball player'}
79.38,1.778, {'other'}
95.0,1.82, {'rugby player'}
83.46239999999999,1.778, {'golf player'}
98.8848,1.7526, {'martial artist'}
75.0,1.66, {'rugby player'}
103.0,1.82, {'rugby player'}
104.78160000000001,2.0827999999999998, {'basketball player'}
104.0,1.89, {'rugby player'}
91.0,1.77, {'rugby player'}
145.152,1.9558, {'other'}
107.04960000000001,1.8542, {'other'}
95.256,1.9558, {'basketball player'}
88.452,1.905, {'basketball player'}
77.112,1.8796, {'basketball player'}
115.668,1.905, {'other'}
140.616,1.9558, {'other'}
73.0296,1.7272, {'other'}
88.452,1.8034, {'other'}
77.112,1.7272, {'basketball player'}
88.90410451999999,1.524, {'rugby player'}
81.19439999999999,1.8542, {'other'}
81.648,1.778, {'other'}
82.5552,1.8034, {'rower'}
100.0,1.85, {'rugby player'}
117.936,1.9304, {'other'}
92.988,1.8288, {'hockey player'}
97.524,1.9304, {'other'}
88.0,1.83, {'rugby player'}
90.72,1.9304, {'basketball player'}
108.0,1.79, {'rugby player'}
88.452,1.905, {'basketball player'}
90.72,2.0066, {'basketball player'}
138.348,1.9304, {'other'}
105.0,2.0, {'martial artist'}
95.256,1.9558, {'basketball player'}
65.772,1.7018, {'golf player'}
113.8536,1.9304, {'other'}
93.0,1.85, {'rugby player'}
90.0,1.85, {'rugby player'}
105.0,1.81, {'rugby player'}
115.0,1.95, {'rugby player'}
108.864,2.0574, {'basketball player'}
83.916,1.8542, {'other'}
81.0,1.94, {'volleyball player'}
105.0,1.95, {'rugby player'}
112.9464,2.0827999999999998, {'basketball player'}
77.112,1.8542, {'hockey player'}
54.0,1.68, {'other'}
112.0,1.92, {'rugby player'}
76.0,1.83, {'cyclist'}
97.524,1.905, {'basketball player'}
56.0,1.63, {'other'}
58.968,1.524, {'other'}
60.0,1.88, {'volleyball player'}
69.0,1.73, {'other'}
56.0,1.65, {'other'}
88.0,1.83, {'rugby player'}
65.0,1.83, {'volleyball player'}
102.06,2.032, {'basketball player'}
78.0,1.8, {'other'}
99.3384,1.8796, {'martial artist'}
63.0,1.82, {'other'}
71.0,1.78, {'other'}
62.0,1.82, {'other'}
56.7,1.6256, {'martial artist'}
110.0,1.8, {'wrestler'}
102.96719999999999,2.0574, {'basketball player'}
94.0,1.83, {'rugby player'}
65.0,1.63, {'table tennis player'}
124.74,2.159, {'basketball player'}
98.4312,1.9812, {'other'}
73.0,1.75, {'swimmer'}
78.0,1.88, {'cyclist'}
60.0,1.74, {'boxer'}
86.0,1.87, {'rower'}
94.0,1.89, {'other'}
68.9472,1.524, {'cyclist'}
66.0,1.82, {'cyclist'}
65.0,1.74, {'cyclist'}
72.0,1.76, {'other'}
102.0,1.87, {'rugby player'}
118.3896,1.9304, {'other'}
83.916,1.8796, {'basketball player'}
63.0,1.75, {'diver'}
83.916,1.9812, {'basketball player'}
64.0,1.524, {'other'}
62.0,1.69, {'volleyball player'}
99.792,2.01, {'volleyball player'}
65.0,1.79, {'cyclist'}
61.0,1.68, {'swimmer'}
58.968,1.6256, {'hockey player'}
105.6888,2.0066, {'basketball player'}
86.184,1.8796, {'hockey player'}
77.112,1.8796, {'basketball player'}
52.0,1.67, {'other'}
98.0,1.85, {'rugby player'}
95.256,2.032, {'basketball player'}
83.46239999999999,1.8542, {'rugby player'}
95.0,1.82, {'rugby player'}
107.04960000000001,1.8288, {'other'}
65.0,1.73, {'volleyball player'}
90.0,1.85, {'rugby player'}
113.0,1.88, {'handball player'}
115.0,1.88, {'rugby player'}
107.0,1.98, {'handball player'}
71.0,1.78, {'other'}
77.0,1.69, {'other'}
91.0,1.82, {'boxer'}
72.0,1.8, {'other'}
95.0,1.94, {'volleyball player'}
101.0,2.06, {'volleyball player'}
97.0,2.05, {'volleyball player'}
77.0,1.71, {'other'}
101.1528,2.1844, {'basketball player'}
100.69919999999999,1.8796, {'martial artist'}
87.0,1.93, {'volleyball player'}
87.0,2.0, {'volleyball player'}
99.0,1.95, {'volleyball player'}
97.524,1.905, {'other'}
82.0,2.0, {'other'}
79.0,1.78, {'other'}
85.0,1.84, {'rower'}
82.0,1.82, {'other'}
92.0,1.87, {'rower'}
89.0,1.81, {'other'}
65.0,1.69, {'other'}
97.0,2.04, {'rower'}
71.0,1.76, {'fencer'}
77.112,1.7272, {'hockey player'}
115.0,1.99, {'other'}
60.0,1.71, {'other'}
57.0,1.7, {'other'}
77.0,1.89, {'swimmer'}
117.0,2.02, {'rower'}
107.9568,1.8542, {'wrestler'}
75.0,1.81, {'cyclist'}
68.0,1.85, {'swimmer'}
65.0,1.75, {'handball player'}
107.0,1.82, {'other'}
70.0,1.7, {'table tennis player'}
64.0,1.6, {'other'}
51.0,1.64, {'badminton player'}
74.0,1.8, {'badminton player'}
89.81280000000001,1.8288, {'martial artist'}
66.0,1.71, {'swimmer'}
57.0,1.7, {'handball player'}
83.46239999999999,1.8288, {'other'}
86.184,1.8288, {'golf player'}
88.452,1.8796, {'golf player'}
86.184,1.8542, {'other'}
99.792,2.0066, {'basketball player'}
83.916,1.8796, {'basketball player'}
108.864,1.778, {'other'}
79.38,1.8796, {'basketball player'}
66.0,1.86, {'cyclist'}
66.0,1.84, {'cyclist'}
65.0,1.7, {'hockey player'}
83.0,1.95, {'cyclist'}
83.0,1.96, {'volleyball player'}
72.0,1.84, {'cyclist'}
85.0,1.83, {'golf player'}
88.0,1.96, {'other'}
66.0,1.66, {'volleyball player'}
54.0,1.65, {'table tennis player'}
56.0,1.63, {'other'}
49.0,1.68, {'other'}
68.0,1.75, {'cyclist'}
75.0,1.75, {'volleyball player'}
57.0,1.64, {'shooter'}
80.0,1.81, {'swimmer'}
72.0,1.8, {'swimmer'}
68.0,1.75, {'volleyball player'}
99.792,2.032, {'basketball player'}
105.0,1.9, {'rower'}
86.0,1.97, {'volleyball player'}
67.0,1.7, {'volleyball player'}
