Weight, Height
56000.0,1.68
85000.0,1.93
83916.0,1.8034
90720.0,1.8796
90720.0,1.8542
110000.0,1.92
85000.0,1.83
77112.0,1.778
70308.0,1.7018
75000.0,1.84
69000.0,1.65
96000.0,1.88
79380.0,1.7526
80000.0,1.87
86184.0,1.8288
92000.0,1.87
99000.0,1.99
71000.0,1.83
65000.0,1.69
84823.2,1.8288
79380.0,1.7272
100000.0,1.88
83916.0,1.778
86000.0,1.93
111585.6,1.9304
76000.0,1.92
72576.0,1.7272
79833.6,1.778
90000.0,1.76
83916.0,1.7526
74844.0,1.8034
94802.4,1.8542
95256.0,2.0066
104328.0,1.9304
78000.0,1.89
92080.8,1.8542
77112.0,1.8034
83916.0,1.8542
125000.0,1.88
89000.0,1.92
115000.0,1.74
65000.0,1.85
78000.0,1.92
67132.8,1.524
52000.0,1.64
131000.0,1.96
85000.0,1.84
235872.0,2.1336
97977.6,1.9304
76000.0,1.83
63000.0,1.83
120000.0,1.91
75000.0,1.78
84000.0,1.93
78000.0,1.84
100000.0,1.85
92000.0,1.83
102060.0,2.032
81194.4,1.8415
66000.0,1.78
75000.0,1.8
82000.0,1.85
88000.0,1.94
68040.0,1.7272
114000.0,1.93
89812.8,1.8542
77112.0,1.8288
83008.8,1.8288
117936.0,1.9304
115000.0,1.98
83916.0,1.7526
75000.0,1.7526
80287.2,1.8796
124740.0,1.8288
79833.6,1.8796
104000.0,1.85
83008.8,1.8542
86184.0,1.8034
90720.0,1.8034
83916.0,1.8288
99792.0,1.8542
87091.2,1.8034
87091.2,1.8034
72576.0,1.8288
104000.0,1.9
91500.0,1.86
95254.3977,1.8288
93000.0,1.78
90720.0,1.8542
99792.0,1.8542
88452.0,1.9812
98000.0,1.91
90000.0,1.78
107954.98406,1.93
92000.0,1.83
87000.0,1.88
77112.0,1.524
88904.10452,1.7526
70000.0,1.82
97000.0,1.8
57000.0,1.7
81648.0,1.8034
112000.0,1.99
80740.8,1.7272
82553.81134,1.8542
95000.0,1.83
82555.2,1.7526
97977.6,1.8796
85276.8,1.778
97700.0,1.8
82101.6,1.7526
79000.0,1.9
83000.0,1.8
88000.0,1.95
107954.98406,1.9304
92080.8,1.905
105000.0,1.8
['122472.0', '132451.2'],['1.9812', '1.9557999999999998']
90000.0,1.88
105000.0,1.8
102000.0,1.88
74844.0,1.524
95709.6,1.524
90000.0,1.83
79380.0,1.778
79380.0,1.7272
81648.0,1.8542
95000.0,1.83
77112.0,1.7526
81648.0,1.8288
81194.4,1.7526
81648.0,1.8542
106596.0,2.032
65772.0,1.7526
74390.4,1.8161
111132.0,2.0574
84000.0,1.9
120655.57042,1.9557999999999998
88452.0,1.8796
101604.69088,1.778
72576.0,1.778
79380.0,1.8288
115000.0,1.93
86184.0,1.8034
81648.0,1.7526
101604.69088,1.8288
82000.0,1.8
86184.0,1.9304
93000.0,1.83
104000.0,1.9557999999999998
112000.0,2.01
70000.0,1.82
82101.6,1.8034
82553.81134,1.7526
104328.0,1.8542
93441.6,1.9558
95000.0,1.97
103000.0,1.86
68000.0,1.86
90720.0,1.8288
97524.0,1.8542
79833.6,1.778
106596.0,2.0827999999999998
83008.8,1.8288
93000.0,1.85
95254.3977,1.905
70000.0,1.77
116575.2,1.9304
74844.0,1.8288
115668.0,1.905
89812.8,1.8796
72000.0,1.75
111132.0,1.9812
83008.8,1.8288
92988.0,1.8288
79000.0,1.92
99792.0,1.8796
88904.10452,1.524
83916.0,1.8542
95256.0,1.9812
78000.0,1.83
70308.0,1.8288
72000.0,1.82
95254.3977,1.8034
92988.0,1.8796
88452.0,1.8796
64000.0,1.7
89000.0,1.78
102060.0,1.9558
79833.6,1.7018
95000.0,1.89
83916.0,1.8288
65000.0,1.73
92988.0,1.9304
74000.0,1.76
82000.0,1.96
54000.0,1.72
72000.0,1.86
56000.0,1.66
50000.0,1.64
81648.0,1.7526
80000.0,1.83
73000.0,1.78
71000.0,1.78
57000.0,1.8
86184.0,1.7272
75000.0,1.8
70000.0,1.83
57607.2,1.6256
102060.0,1.8034
68040.0,1.524
72576.0,1.8542
113400.0,1.8796
70308.0,1.6764000000000001
75000.0,1.9
87544.8,1.9558
98000.0,1.9
55000.0,1.53
140616.0,1.9557999999999998
55000.0,1.63
98000.0,1.88
66000.0,1.73
70000.0,1.86
59000.0,1.68
36000.0,1.44
54432.0,1.651
60000.0,1.76
73029.6,1.7018
58000.0,1.67
77112.0,1.778
52164.0,1.6002
70308.0,1.6764000000000001
72000.0,1.8
74000.0,1.73
57153.6,1.7018
87091.2,1.7526
77112.0,1.651
63000.0,1.71
62000.0,1.74
69000.0,1.524
51000.0,1.63
55000.0,1.68
47000.0,1.63
67000.0,1.76
64000.0,1.77
68947.2,1.778
74000.0,1.85
55339.2,1.6764000000000001
54000.0,1.55
102060.0,2.032
66000.0,1.82
62000.0,1.74
73000.0,1.78
79380.0,1.7526
73000.0,1.72
86184.0,1.8542
90000.0,1.87
70000.0,1.74
104328.0,2.08915
124740.0,1.9304
65772.0,1.7526
71000.0,1.75
115668.0,2.0066
78000.0,1.8
65772.0,1.7018
92000.0,1.77
70000.0,1.73
89812.8,1.905
70000.0,1.67
82000.0,1.92
97524.0,1.92405
75000.0,1.8
68040.0,1.6764000000000001
80000.0,1.8
64000.0,1.69
67000.0,1.81
35000.0,1.71
75297.6,1.8288
65000.0,1.87
63000.0,1.76
67132.8,1.7018
57000.0,1.68
57153.6,1.524
108000.0,1.88
83916.0,1.8034
105000.0,1.91
68040.0,1.7272
107000.0,1.94
93000.0,1.8288
83000.0,1.8
92000.0,1.86
100000.0,1.8
124000.0,1.94
65000.0,1.78
72000.0,1.86
85000.0,1.85
58000.0,1.64
78000.0,1.89
86184.0,1.905
55792.8,1.6764000000000001
60000.0,1.7
68000.0,1.82
77000.0,1.81
48000.0,1.6
87000.0,1.92
57000.0,1.61
73000.0,1.6
51000.0,1.57
73000.0,1.71
75000.0,1.74
103000.0,1.78
137000.0,1.93
58000.0,1.62
71000.0,1.8
63000.0,1.78
76000.0,1.78
52000.0,1.65
90000.0,1.72
55792.8,1.524
88000.0,1.77
55000.0,1.65
60000.0,1.75
56000.0,1.68
50000.0,1.65
100000.0,1.78
52000.0,1.62
118000.0,1.83
74000.0,1.75
70000.0,1.85
77000.0,1.95
39000.0,1.52
62000.0,1.75
63000.0,1.71
70000.0,1.83
55000.0,1.72
62000.0,1.72
57000.0,1.64
75000.0,1.87
62143.2,1.6002
66000.0,1.78
73936.8,1.7526
70000.0,1.83
69000.0,1.74
59875.2,1.5748
67000.0,1.8
105000.0,1.92
72122.4,1.7272
70000.0,1.86
77000.0,1.78
80000.0,1.85
64000.0,1.68
54000.0,1.71
47000.0,1.62
61236.0,1.6256
58968.0,1.524
71000.0,1.77
60782.4,1.7526
57000.0,1.69
57153.6,1.524
60000.0,1.62
87544.8,1.9304
60000.0,1.65
63000.0,1.75
70000.0,1.68
50000.0,1.65
70000.0,1.88
100000.0,1.75
59000.0,1.7
68000.0,1.74
73000.0,1.92
49000.0,1.74
70000.0,1.77
65000.0,1.6
70308.0,1.8542
70308.0,1.8542
63050.4,1.6256
70000.0,1.75
57000.0,1.65
63000.0,1.71
57000.0,1.68
57000.0,1.8
77000.0,1.95
72576.0,1.778
73000.0,1.88
55792.8,1.6256
70000.0,1.89
54000.0,1.6
67000.0,1.8
55000.0,1.65
63000.0,1.71
63000.0,1.83
73000.0,1.8
0.0,1.87
58000.0,1.68
56700.0,1.524
71000.0,1.89
52000.0,1.56
55000.0,1.7
63000.0,1.72
54000.0,1.7
68000.0,1.79
56000.0,1.73
70000.0,1.72
72000.0,1.9
59000.0,1.75
60000.0,1.62
68000.0,1.7
54000.0,1.7
72000.0,1.65
87000.0,1.92
56000.0,1.63
80000.0,1.93
86184.0,1.8542
49000.0,1.6
58000.0,1.72
43000.0,1.52
62143.2,1.7526
56000.0,1.73
50000.0,1.7
57000.0,1.71
53000.0,1.72
75000.0,1.86
79000.0,1.86
56000.0,1.6
52000.0,1.67
59000.0,1.64
62143.2,1.6256
78926.4,1.7018
55000.0,1.7
60000.0,1.75
62000.0,1.71
86000.0,1.78
66000.0,1.71
68000.0,1.74
72122.4,1.905
64864.8,1.7272
69000.0,1.79
42000.0,1.53
68947.2,1.6764000000000001
69000.0,1.78
54432.0,1.524
61000.0,1.75
61000.0,1.72
76000.0,1.81
66000.0,1.84
48000.0,1.59
70000.0,1.8
54000.0,1.69
53000.0,1.63
66000.0,1.8
54000.0,1.6
60000.0,1.68
63504.0,1.7018
72000.0,1.86
67000.0,1.84
58000.0,1.79
61000.0,1.73
78000.0,1.76
55000.0,1.73
58000.0,1.73
42000.0,1.5
64000.0,1.73
55000.0,1.65
74000.0,1.91
54000.0,1.524
55021.68,1.5748000000000002
49000.0,1.62
66000.0,1.7
63504.0,1.68
77000.0,1.79
62000.0,0.0
66000.0,1.82
60000.0,1.75
62000.0,1.7
63000.0,1.81
53000.0,1.6
77112.0,1.778
63050.4,1.524
63000.0,1.76
67000.0,1.8
53000.0,1.67
58000.0,1.66
55000.0,1.64
61000.0,1.69
57000.0,1.68
70000.0,1.96
54000.0,1.67
65000.0,1.7
68000.0,1.7
56000.0,1.7
64000.0,1.76
66000.0,1.66
65772.0,1.524
64000.0,1.69
77112.0,1.778
57607.2,1.524
50000.0,1.58
78926.4,1.7272
61000.0,1.7
69854.4,1.7272
70761.6,1.524
58968.0,1.6002
68040.0,1.651
77000.0,1.76
60000.0,1.66
63000.0,1.75
57000.0,1.68
63000.0,1.65
67132.8,1.7018
62000.0,1.57
70000.0,1.82
77000.0,1.78
63000.0,1.65
53000.0,1.63
87998.4,1.8796
52000.0,1.67
54000.0,1.67
67000.0,1.7
57000.0,1.61
77112.0,1.8796
75000.0,1.65
85000.0,1.93
97524.0,2.0574
99338.4,1.8034
74844.0,1.8288
91173.6,1.8542
105000.0,2.01
94802.4,1.8796
102060.0,2.0574
82000.0,1.75
65000.0,1.69
85000.0,1.87
113400.0,2.08915
106596.0,2.0574
108864.0,2.00025
94000.0,2.0
94000.0,1.88
99792.0,2.0066
103000.0,1.86
118843.2,2.1717
115000.0,2.11
81194.4,1.778
85276.8,1.8542
86184.0,1.8542
79833.6,1.8542
120000.0,2.0
62596.8,1.524
84823.2,1.8288
91000.0,1.8
64000.0,1.6
95256.0,1.8034
70000.0,1.75
79380.0,1.8034
106596.0,2.0574
83916.0,1.8796
145152.0,1.9558
88452.0,1.8288
79833.6,1.778
111132.0,2.032
61236.0,1.7272
91173.6,1.8796
95254.3977,1.8288
97524.0,2.032
102060.0,1.8288
110000.0,2.0
86184.0,1.9812
83916.0,1.8542
95709.6,2.0066
90720.0,1.8542
